id,category_id,name,description,sku,price,cost,stock_quantity,brand,weight,is_active,created_at,updated_at
446,18,Microsoft VPN 2-Year Plan,Microsoft VPN 2-Year Plan - ...,SOF-MIC-51235,103.41,53.14,224,Microsoft,-0.08,true,2022-02-19 10:24:00,2022-02-19 10:24:00
114,5,GoPro DSLR Kit,,CAM-GOP-75565,660.27,384.89,151,GoPro,1.72,true,2022-09-20 21:01:00,2022-09-20 21:01:00
370,15,Philips Hue Smart Bulb 4-Pack,Philips Hue Smart Bulb 4-Pack - High quality smart home product,SMA-PHI-62530,80.03,N/A,423,Philips Hue,1.54,true,2022-06-03 21:21:00,2022-06-03 21:21:00
377,16,Holy Stone Anafi,Holy Stone Anafi - High quality drones product,DRO-HOL-40697,1964.55,1453.21,N/A,Holy Stone,940,TRUE,2023-03-10 16:40:00,2023-03-10 16:40:00
437,18,Microsoft Crea...,Microsoft Creative Cloud Sub -...,SOF-MI...,,175.5,396,Microsoft,0.03,TRUE,2024-06-28 17:23:00,2024-06-28 17:23:00
444,18,McAfee Office 365 1-Year,McAfee Office 365 1-Year - High quality software product,SOF-MCA-76224,330.71,179.56,388,MCAFEE,0.04,true,2024-11-03 23:21:00,2024-11-03 23:21:00
364,15,Amazon Nest Hub 2nd Gen,Amazon Nest Hub 2nd Gen - High quality smart home product,SMA-AMA-51158,,102.05,298,Amazon,1.86,true,2023-06-23 09:53:00,2023-06-23 09:53:00
26,2,,"HP Pro 14"" - High quality laptops product",LAP-HP-97290,580.51,404.34,240,HP,3.59,true,2024-01-17 15:54:00,2024-01-17 15:54:00
19,1,Sony Lite Edition,SONY LITE EDITION - HIGH QUALITY SMARTPHONES PRODUCT,SMA-SON-62466,1039.13,740.39,true,  Sony  	,0.37,true,2022-02-07 04:47:00,not a date
338,14,G.Skill 32GB DDR5 RAM,G.Skill 32GB DDR5 RAM - High quality computer components product,COM-G.S-10278,,1195.59,466,G.S...,,true,2022-07-25 17:39:00,2022-07-25 17:39:00
227,10,Seagate 256GB microSD,SEAGATE 256GB MICROSD - HIGH QUALITY STORAGE PRODUCT,STOO-SEEAA-19841,265.89,null,57,SEAGATE,0.06,TRUE,2023-11-20 12:35:00,
91,4,Sony QuietComfort 45,Sony QuietComfort 45 - High quality headphones product,HEA-SON-28907,401.59,null,176,Sony,0.2,true,2024-04-12 22:08:00,2024-04-12 22:08:00
161,7,LOGITECH SWITCH PRO CONTROLLER,,,Inf,183.27,95,Logitech,0,true,2023-08-22 13:06:00,2023-08-22 13:06:00
451,19,Oura Vivosmart 5,Oura Vivosmart 5 - High quality wearables product,WEA-OUR-24900,137.33,,463,Oura,0.1,true,2022-06-16 06:41:00,2022-06-16 06:41:00
163,7,Logitech Arcade Stick,Logitech Arcade Stick - High quality gaming product,GAM-LOG-49171,443.82,#N/A,371,,3.72,,,2024-05-17 14:24:00
59,3,Samsung Surface Go,Samsung Surface Go - High quality tablets product,TAB-SAM-97457,1086.32,473.76,256,Sam...,Inf,true,2023-11-20 22:54:00,2023-11-20 22:54:00
37,2,"Acer Business 15""","Acer Business 15"" - High quality laptops product",LAP-ACE-96254,1497.69,945.69,401,AAceer,2.22,true,2023-05-17 19:00:00,2023-05-17 19:00:00
235,10,CRUCIAL 2TB INTERNAL SSD,Crucial 2TB Internal SSD - High quality storage product,STO-CRU-63426,279.32,153.78,307,Crucial,0.57,TRUE,2023-02-13 12:27:00,2023-02-13 12:27:00
461,19,OURA BAND 4.0,Oura Band 4.0 - High quality wearables product,WEA-OUR-99057,87.96,$56.72,,Oura,0.05,true,2024-07-12 21:51:00,2024-07-12 21:51:00
8,1,Google Plus 128GB,Google Plus 128GB - High quality smartphones product,SMA-GOO-48110,460.91,286.37,-378,Google,0.37,true,2024-02-13 14:54:00,2024-02-13 14:54:00
217,9,Linksys Mesh System 3-Pack,Linksys Mesh System 3-Pack - High quality networking product,NET-LIN-47456,N/A,,174,Linksys,1.35,true,2023-10-19 06:56:00,2023-10-19 06:56:00
135,6,Google Sense 2,Google Sense 2 - High quality smartwatches product,  SMA-GOO-38924  	,642.37,-3951.8,373,Google,0.09,true,2024-09-11 17:46:00,2024-09-11 17:46:00
25,1,Google Ultra 5G,GOOGLE ULTRA 5G - HIGH QUALITY SMARTPHONES PRODUCT,SMAA-GOOOO-65663,N/A,229.59,355,,0.35,true,12.03.2022,
417,17,,Cable Matters USB-C to USB-A 3-Pack - High quality cables & adapters product,"CAB-CAB-33501
",N/A,22.04,-5,Cable Matters,0.13,false,???,2022-12-17 21:49:00
404,17,Anker USB-C Hub 7-in-1,Anker USB-C Hub 7-in-1 - High quality cables & adapters product,CAB-ANK-15369,25.34,14.13,36,Anker,0.17,true,3024-06-07 16:15:00,2024-06-07 16:15:00
456,19,Fitbit Charge 6,Fitbit Charge 6 - High q...,WEA-FIT-55963,221.62,103.39,244,,0.1,true,2023-07-27 12:49:00,2023-07-27 12:49:00
231,10,Samsung 2TB Internal SSD,Samsung 2TB Internal SSD - High quality storage product,STO-SAM-10338,-397.38,260.61USD,493,Samsung,0.02,true,2024-07-27 21:04:00,2024-07-27 21:04:00
296,12,"LG 43"" SMART TV","LG 43"" Smart TV - High quality tvs & monitors product",TVS-LG-81433,2454.05,null,,LG,9.4,TRUE,2023-01-05 13:47:00,2023-01-05 13:47:00
438,18,Intuit Antivirus Plus,,SOF-IN...,0,191.34,399,,0.01,true,2022-09-19 03:14:00,2022-09-19 03:14:00
322,13,Canon Photo Printer,Canon Photo Printer - High quality printers product,"PRI-CAN-75024
",-466.67,370.34,77,TBD,,false,2023-01-23 06:09:00,2023-01-23 06:09:00
137,6,Google Sense 2,Google Sense 2 - High quality smartwatches product,SMA-GOO-73788,728.24,579,UNKNOWN,TBD,80,true,2022-07-10 03:35:00,2022-07-10 03:35:00
353,15,"Ring Security Camera
",,SMA-RIN-76136,329.81,262.34,-48500,Ring,1.98,true,2023-03-13 01:05:00,2023-03-13 01:05:00
99,4,Sony Air...,Sony AirPods Pro - High q...,HEA-SON-86618,516.44,295.12,470,Sony,0.11,true,2022-10-08 23:22:00,#N/A
374,15,Philips Hue Security Camera,Philips Hue Security Camera - High quality smart home product,SMA-PHI-14844,123.47,77.79,255,Phili...,0.99,true_typo,2022-05-04 19:03:00,2022-05-04 19:03:00
313,13,Xerox All-in-One Inkjet,XEROX ALL-IN-ONE INKJET - HIGH QUALITY PRINTERS PRODUCT,PRI-XER-57433,265.09,179.51,464,Xerox,13.36,true,2023-02-24 00:05:00,2023-02-24 00:05:00
255,11,Sonos Party Speaker,,AUD-SON-13893,972.72,764.61,-27500,Sonos,4.77,true,2024-06-08 02:22:00,2024-06-08 02:22:00
281,12,"Dell 49"" Ultrawide","Dell 49"" Ultrawide - High quality tvs & monitors product",,792.4,--,68,Dell,-26.89,true,,???
114,5,GoPro DSLR Kit,,CAM-GOP-75565,660.27,384.9,151,GoPro,1.72,true,2022-09-20 21:01:00,2022-09-20 21:01:00
84,4,Sony QuietComfort 45,Sony QuietComfort 45 - High quality headphones product,HEA-SON-62363,349.94,203.68,466,Sony,0.19,EMPTY,2023-10-18 07:56:00,2023-10-18 07:56:00
215,9,TP-Link WiFi 6E Router,  TP-Link WiFi 6E Router - High quality networking product  	,NET-TP--86440,259.14,true,242,TP-Link,0,true,2023-03-27 21:00:00,2023-03-27 21:00:00
371,15,,Philips Hue Smart Plug 2-Pack - High quality smart home product,,60.49,38.83,UNKNOWN,Philips Hue,1.82,TRUE,2024-04-20 17:02:00,2024-04-20 17:02:00
137,6,Google Sense 2,Google Sense 2 - High quality smartwatches product,SMA-GOO-73788,728.24,579,UNKNOWN,TBD,80,true,2022-07-10 03:35:00,2022-07-10 03:35:00
328,14,G.Skill Ryzen 9 CPU,G.Skill Ryzen 9 CPU - High quality computer components product,COM-G.S-70447,1032.28,Inf,NaN,G.Skill,0.13,true,2024-03-27 10:37:00,N/A
173,7,SteelSeries Arcade Stick,SteelSeries Arcade Stick - ...,GAM-STE-91198,,-243.78,$75.00,SteelSeries,1.37,UNKNOWN,2024-01-16 01:17:00,2024-01-16 01:17:00
249,10,SanDisk 2TB Internal SSD,SanDisk 2TB Internal SSD - High quality storage product,STO-SAN-39369,169.11,104.34,,SanDisk,0.84,false,2022-12-08 20:59:00,2022-12-08 20:59:00
344,14,EVGA CPU Cooler AIO,EVGA CPU Cooler AIO - High quality computer components product,--,N/A,651.25,,EVGA,0.98,true,2022-07-15 13:23:00,2022-07-15 13:23:00
302,13,HP Color LaserJet,HP Color LaserJet - High quality printers product,PRI-HP-45946,199.05,122.9,102,HP,12.09,true,2024-04-18 11:15:00,2024-04-18 11:15:00
10,1,Apple Lite Edition,  Apple Lite Edition - High quality smartphones product  	,SMA-APP-73372,458.66,N/A,326,Apple,0.4,true,2024-11-27 04:17:00,2024-11-27 04:17:00
205,9,TP-Link WiFi Adapter,TP-Link WiFi Adapter - High quality networking product,NET-TP--72970,222.12,115.36,153,TP-Liink,0.39,true,,2023-12-02 12:11:00
160,7,SteelSeries Gaming Mouse,None,GAM-STE-51623,,282.71,469,SteelSeries,4.44,true,2022-11-11 13:54:00,
43,2,"Apple Air 13""","Apple Air 13"" - High quality laptops product",LAP-APP-77476,2147.8,927.26,-33900,Ap...,2.90000000000001,true,2023-03-14 03:44:00,2023-03-14 03:44:00
190,8,Apple Stylus Pen,Apple Stylus Pen - High quality accessories product,ACC-APP-13425,78.53,,372,Ap...,0.44,None,,
282,12,"BENQ 24"" FHD MONITOR","BenQ 24"" FHD Monitor - High quality tvs & monitors product",TVS-BEN-39478,1178.42,793.98,137,BenQ,$17.98,true,2023-06-04 06:59:00,"Jun 4, 2023"
152,7,Soony Meechaaniicaal Keeybooaard,Sony Mechanical Keyboard - High quality gaming product,GAM-SON-91528,208.97,--,418,Sony,4.01,true,2024-01-24 17:55:00,2024-01-24 17:55:00
349,14,AMD 32GB DDR5 RAM,AAMD 32GB DDR5 RAAM - Hiigh quuaaliity coompuuteer coompooneents prooduuct,,265.79,137.04,,AMD,0.23,true,  2024-10-26 18:06:00  ,2024-10-26 18:06:00
483,20,Spigen Silicone Case,SPIGEN SILICONE CASE - HIGH QUALITY PHONE CASES PRODUCT,PHO-SPI-65452,19.05,10.77,271,,None,true,2022-11-25 02:26:00,2022-11-25 02:26:00
144,6,Google Forerunner 265,Google Forerunner 265 - High quality smartwatches product,not available,-512.2,305440,2,Google,0.07,true,2022-09-23 07:23:00,2022-09-23 07:23:00
324,13,Epson Wireless Laser,Epson Wireless Laser - High quality printers product,PRI-EPS-90288,476.43,214.04,TBD,Epson,10.66,true,2023-10-20 19:23:00,2023-10-20 19:23:00
23,1,UNKNOWN,Motorola Pro Max 256GB - High quality smartphones product,SMA-MOT-65884,695.09,,207,Motorola,0.48,TRUE,2022-09-03 07:18:00,
254,11,JBL HOME SPEAKER,JBL Home Speaker - High quality audio product,AUD-JBL-73820,$697.48,386.22,,JBL,7.64,true,2022-02-26 14:08:00,2022-02-26 14:08:00,extra_col_value
17,1,Motorola Lite Edition,Motorola Lite Edition - High quality smartphones product,SMA-MOT-24093,1422.94,815.77,191,Mootooroolaa,0.31,true,2023-08-17 17:57:00,2023-08-17 17:57:00
103,5,Nikon DSLR Kit,Nikon DSLR Kit - High quality cameras product,CAAM-NIIK-74041,not available,552.82,25,Nikon,-195,true,2023-08-13 07:51:00,2023-08-13 07:51:00
61,3,Microsoft Surface Go,Microsoft Surface Go - Hi...,TAB-MIC-18574,1054.91,675.47,431,Microsoft,0.84,true,2023-01-03 05:38:00,2023-01-03 05:38:00
70,3,"Lenovo Air 10.9""","Lenovo Air 10.9"" - High...",TAB-LEN-65084,,389.19,345,,1.01,true,2024-08-23 15:53:00,2024-08-23 15:53:00
380,16,Skydio Air 3,Skydio Air 3 - High quality drones product,DRO-SKY-81922,NaN,703.39,$160.00,Skydio,1.33,true,2022-04-12 02:18:00,
307,13,Canon Lab...,Caanoon Laabeel Priinteer - Hiigh quuaaliity priinteers prooduuct,PRI-CAN-42499,208.89,151.7,404,,13.22,true,2023-05-09 01:46:00,2023-05-09 01:46:00
147,6,Apple Venu 3,,SMA-APP-79834,562.02,325.26,169,Apple,,false,2022-09-05 00:28:00,
278,12,,N/A,TVS-BEN-88409,N/A,1497.67,364,BenQ,14.96,true,2023-01-09 20:28:00,2023-01-09 20:28:00
475,19,  Fitbit Health Monitor Band  	,Fitbit Health Monitor Band - High quality wearables product,WEA-FIT-25867,117.44,91.53,24,Fitbit,0.1,true,2023-04-20 11:20:00,2023-04-20 11:20:00
93,4,Bose Tune 770NC,BOSE TUNE 770NC - HIGH QUALITY HEADPHONES PRODUCT,HEA-BOS-81658,,208.24,,Bose,null,false,2024-09-27 05:38:00,2024-09-27 05:38:00
300,12,"ASUS 32"" 4K IPS","ASUS 32"" 4K IPS - High quality tvs & monitors product",???,-23552.7,1133.13,26,ASUS,14.92000000000001,false,2023-02-27 09:20:00,2023-02-27 09:20:00
75,3,Apple Fire HD 10,Apple Fire HD 10 - High quality tablets product,TAB-APP-16109,271.06,120.78,415,Apple,1.18,true,2024-11-21 05:27:00,2024-11-21 05:27:00
162,7,Sony Switch Pro Controller,Sony Switch Pro Controller -...,GAM-SON-46035,-31852.999999999996,214.91,165,,1.75,true,2024-10-03 04:11:00,
366,15,Wyze Smart Plug 2-Pack,Wyze Smart Plug 2-Pack - High quality smart home product,SMA-WYZ-93427,???,$43.76,-34600,Wyze,0.61,true,2024-02-12 17:31:00,2024-02-12 17:31:00
267,11,JBL Subwoofer,JBL Subwoofer - High quality audio product,AUD-JBL-17378,951.44,N/A,250,JBL,7.93,true,2023-08-14 13:49:00,
498,20,UAG Tough Armor,,PHO-UAG-74567,51.07,39.45,479,U...,0.1,true,"Dec 21, 2023",2023-12-21 11:07:00
465,19,Garmin GTR 4,Garmin GTR 4 - High quality wearables product,WEA-GAR-38108,$309.83,N/A,101,Gar...,0.09,TRUE,2024-02-18 23:47:00,2024-02-18 23:47:00
172,7,SteeeelSeeriiees Gaamiing Moouusee,SteelSeries Gaming Mouse - High quality gaming product,GAM-STE-78645,73.22,47.87,396,SteelSeries,-146,true,2024-10-22 03:37:00,2024-10-22 03:37:00
430,18,  McAfee Creative Cloud Sub  	,McAfee Creative Cloud Sub - High quality software product,SOF-MCA-10679,383.84,268.53,NaN,McAfee,0.09,true,2023-08-15 19:30:00,2023-08-15 19:30:00
315,13,Brother All-in-One Inkjet,Brother All-in-One Inkjet - High quality printers product,PRII-BROO-40107,468.35,194.96,454,Brother,7.04,true,2024-12-24 14:14:00,2024-12-24 14:14:00
132,6,Fitbit Sense 2,Fitbit Sense 2 - High quality smartwatches product,SMA-FIT-40154,769.57,,155,Fitbit,0.06,true,2024-11-22 05:28:00,2024-11-22 05:28:00
245,10,Seagate 128GB USB Drive,Seagate 128GB USB Drive - H...,STO-SEA-24759,,49.31,,Seagate,-0.22,true,2022-06-09 20:42:00,2022-06-09 20:42:00
72,3,Lenovo M...,"LENOVO MINI 8.3"" - HIGH QUALITY TABLETS PRODUCT",,None,278.74,397,Lenovo,-57.99999999999999,true,2022-05-17 15:54:00,2022-05-17 15:54:00
191,8,Samsung Mag...,Samsung MagSafe Charger - High quality accessories product,ACC-SAM-59789,53.8,-3517,368,Samsung,0.32,true,2024-09-22 02:31:00,N/A
52,3,Apple Tab S9,,TAB-APP-41302,918.14,551.49,334,,0.95,true,3023-05-28 19:18:00,2023-05-28 19:18:00
42,2,--,"Asus Chromebook 14"" - High quality laptops product",???,1895.83,1215.15,174,Asus,,,null,2024-03-21 10:34:00
283,12,EMPTY,not available,TVS-SAM-96335,2967.16,,68,Samsung,#N/A,true,2024-01-15 00:28:00,2024-01-15 00:28:00
145,999993,Samsung Pixel Watch 2,Samsung Pixel Watch 2 - High quality smartwatches product,"SMA-SAM-49179
",202.43,,,,Inf,true,2023-12-08 17:44:00,2023-12-08 17:44:00
333,999997,AMD Core i7 CPU,,COM-AMD-91886,None,844.92,443,AMD,0.95,true,2022-09-05 05:01:00,2022-09-05 05:01:00
167,7,Nintendo Arcade Stick,Nintendo Arcade Stick - High quality gaming product,GAM-NIN-53306,342.58,137.4,-2180,Nintendo,true,true,2022-08-18 21:14:00,2022-08-18 21:14:00
206,9,Asus Gigabit Switch 8-Port,Asus Gigabit Switch 8-Port - High quality networking product,NET-ASU-45714,140.5,58.8,156,null,1.02,,2022-07-27 00:28:00,2022-07-27 00:28:00
83,4,Soony Spoort EEaarbuuds,,HEA-SON-62841,173.1,86.84,104,null,0.32,,2023-12-03 09:57:00,2023-12-03 09:57:00
68,3,"Samsung Tab S9
",Samsung Tab S9 - High quality tablets product,,709.48,410.47,,Samsung,1.49,true,2024-07-07 03:56:00,2024-07-07 03:56:00
488,20,Spigen Tough Armor,Spigen Tough Armor - High quality phone cases product,PHO-SPI-74058,,27760,315,Spigen,0.05,true,2023-07-08 19:58:00,2023-07-08 19:58:00
179,8,Spigen Stylus Pen,Spigen Stylus Pen - High quality accessories product,ACC-SPI-27576,61.82,31.29,105,Spigen,0.38,true,2024-06-14 18:56:00,2024-06-14 18:56:00
258,11,Bose Subwoofer,Bose Subwoofer - High quality audio product,AAUUD-BOOS-25306,Inf,171.98,-1060,Bose,4.35,true,,2023-02-08 11:14:00
292,12,"AASUUS 32"" 4K IIPS","ASUS 32"" 4K IPS - HIGH QUALITY TVS & MONITORS PRODUCT",TVS-ASU-38723,,-2032.85,171,ASUS,25.72,true,2022-09-22 05:21:00,2022-09-22 05:21:00
182,8,Anker Power Strip,Anker Power Strip - High quality accessories product,ACC-ANK-44034,N/A,-19.21,211,Anker,0.47,true_typo,,2024-04-10 21:41:00
340,14,Intel RTX 4070 GPU,Intel RTX 4070 GPU - High quality computer components product,,862.13,#N/A,365,Intel,1.07,true,2022-01-10 04:29:00,2022/01/10 04:29:00
365,15,Wyze Smart Plug 2-Pack,Wyze Smart Plug 2-Pack - High quality smart home product ,"SMA-WYZ-60635
",306.73,187.13,179,Wyze,1.87,true,2023-02-13 00:35:00,2023-02-13 00:35:00
201,9,Google Access Point,Google Access Point - High quality networking product,NET-GOO-29568,385.26,,215,Goo...,1.39,true,2023-12-03 13:30:00,2023-12-03 13:30:00
279,12,"BenQ 55"" 4K OLED",,TVS-BEN-92321,1280.78,577.79,TBD,"BenQ
",20.57,true,2023-11-15 03:51:00,2023-11-15 03:51:00
260,11,"Bose Portable Speaker
",,AUD-BOS-87758,915.26,506.04,,Bose,-352,true,2023-10-03 05:31:00,2023-10-03 05:31:00
277,12,"ASUS 49"" ULTRAWIDE","ASUS 49"" Ultrawide - High quality tvs & monitors product",,,1995.21,58,ASUS,23.96,true,2022-02-18 10:41:00,2022-02-18 10:41:00
392,16,Parrot Mini 4 Pro,Parrot Mini 4 Pro - High quality drones product,DRO-PAR-82268,1980.56,1442.49USD,,EMPTY,1.79,true,2024-04-20 15:58:00,2024-04-20 15:58:00
96,4,Sennheiser QuietComfort 45,Sennheiser QuietComfort 45 - High quality headphones product,,414.49,330.19,,Sennheiser,-31,true,2024-10-22 01:32:00,2024-10-22 01:32:00
363,15,AAmaazoon Viideeoo Doooorbeell Proo,Amazon Video Doorbell Pro - High quality smart home product,SMA-AMA-85044,138.12,-8933,292,Amazon,-1.29,true,2023-02-19 00:59:00,2023-02-19 00:59:00
168,999990,Microsoft PS5 Controller,,GAM-MIC-25909,141.45,81.32,286,Microsoft,2.41,true,2022-11-03 13:36:00,2022-11-03 13:36:00
351,15,Wyze Nest Hub 2nd Gen,Wyze Nest Hub 2nd Gen - High quality smart home product,SMA-WYZ-75763,,195.43,,None,1.31,true,2024-03-06 18:45:00,2024-03-06 18:45:00
71,3,Amazon Fire HD 10,Amazon Fire HD 10 - High quality tablets product,TAB-AMA-30422,,522.74,264,Amazon,1.05,TRUE,2024-04-26 13:15:00,26/04/2024
210,9,Ubiquiti Mesh System 3-Pack,TBD,NET-UBI-20588,260.26,151.26USD,354,Ubiquiti,0.95,true,2024-03-28 08:29:00,2024-03-28 08:29:00
221,9,,Ubiquiti Gigabit Switch 8-Port - High quality networking product,NET-UBI-74870,--,66.72,294,,1.82,true,2022-04-09 05:51:00,2022-04-09 05:51:00
199,8,Belkin Wireless Charging Pad,Belkin Wireless Charging Pad - High quality accessories product,ACC-BEL-76309,58.81,33.44,426,Belkin,240,true,2023-03-11 23:32:00,  2023-03-11 23:32:00  
123,5,Fujifilm DSLR Kit,Fujifilm DSLR Kit - High quality cameras product,,949.13,396.57,494,Fujifilm,1.36,  true  ,2023-06-15 13:53:00,2023-06-15 13:53:00
66,3,Apple Surface Go,Apple Surface Go - High quality tablets product,TAB-AP...,717500,-326.1,246,APPLE,$0.96,true,2022-05-10 16:13:00,2022-05-10 16:13:00
239,10,  SanDisk 2TB External HDD  	,SaanDiisk 2TB EExteernaal HDD - Hiigh quuaaliity stooraagee prooduuct,STO-SAN-78514,125.36,89.07,13,SanDisk,0.33,true,2024-12-07 18:46:00,2024-12-07 18:46:00 
181,8,Apple Phone Stand,AApplee Phoonee Staand - Hiigh quuaaliity aacceessooriiees prooduuct,ACC-APP-71948,,7.04,318,Apple,TBD,UNKNOWN,N/A,2023-12-20 05:01:00
230,10,SanDisk 2TB Internal SSD,SanDisk 2TB Internal SSD - High quality storage product,"STO-SAN-73149
",372.58,209.06,N/A,SanDisk,-1.1,,2024-02-26 00:12:00,2024-02-26 00:12:00
402,17,Apple USB-C to USB-A 3-Pack,Apple USB-C to USB-A 3-Pack - High quality cables & adapters product,CAB-APP-26134,18.61,12.07,100,Ap...,TBD,true,2023-11-21 18:02:00,2023-11-21 18:02:00
261,11,Bose Soundbar 5.1,Bose Soundbar 5.1 - Hig...,AUD-BOS-15158,275.33,208.05,246,Boosee,3.25,true,2023-07-24 23:53:00,2023-07-24 23:53:00
259,11,Harman Kardon...,Harman Kardon Party Speaker - High quality audio product,,623.74,388.69,279,Harman Kardon,-36.9,true,,2023-02-22 00:09:00
317,13,Canon Wireless Laser,Canon Wireless Laser - High quality printers product,PRI-CAN-60237,220.31,141.92,196,Canon,#N/A,true,N/A,2023-09-09 05:53:00
257,11,Harman Kardon Party Speaker,Harman Kardon Party Speaker - High quality audio product,AUD-HAR-95664,183.6USD,-144.66,Inf,Harman Kardon,5.69,true,2022-12-23 20:04:00,2022-12-23 20:04:00
114,5,GoPro DSLR Kit,,CAM-GOP-75565,660.27,384.89,151,GoPro,1.72,true,2022-09-20 21:01:00,2022-09-20 21:01:00
90,4,,Sony Free Buds - High qu...,HEA-SON-25843,297.53,#REF!,194,,0.23,false,2024-03-19 02:04:00,2024-03-19 02:04:00
128,6,Samsung Watch Series 9,Samsung Watch Series 9 - High quality smartwatches product,SMA-SAM-85804,,111.86,181,Saamsuung,,true,2022-01-22 18:14:00,2022-01-22 18:14:00
228,10,Seagate 128GB USB Drive,,STO-SEA-79619,322.2,217.69,418,EMPTY,N/A,,2024-10-22 20:19:00,2024-10-22 20:19:00
464,19,Whoop Vivosmart 5,Whoop Vivosmart 5 - High quality wearables product,WEA-WHO-67115,286.95,161.22,-48200,Wh...,0.04,true,TBD,2022-09-04 22:37:00
479,20,???,UAG Impact Case - High quality phone cases product,TBD,74.59,43.25,7,UAG,0.12,true,2024-10-25 18:52:00,2024-10-25 18:52:00
388,16,Holy Stone Beginner Drone,Holy Stone Beginner Drone - High quality drones product,DRO-HOL-67587,1928.25,999.64,109,Holy Stone,0.45,TRUE,2022-10-04 17:12:00,2022-10-04 17:12:00
22,1,OnePlu...,OnePlus FE 5G - High quality smartphones product,SMA-ONE-89294,-931.45,739.11,63,OnePlus,0.37,  true  ,2022-07-08 06:40:00,2022-07-08 06:40:00
420,17,UGREEN DisplayPort Cable,UGREEN DisplayPort Cable - High quality cables & adapters product,CAB-UGR-70217,26.58,,#N/A,UGREEN,0.26,true,2024-09-09 06:59:00,2024-09-09 06:59:00
275,11,Harman Kardon Party Speaker,Haarmaan Kaardoon Paarty Speeaakeer - Hiigh quuaaliity aauudiioo prooduuct,AUD-HAR-40472,447.72,,78,Harman...,1.95,  true  ,2022-01-20 06:28:00,
151,7,Razer Arcade Stick,Razer Arcade Stick - High quality gaming product,#N/A,-148.79,98.41,471,,2.78,true,2022-04-06 17:00:00,2022-04-06 17:00:00
417,17,,Cable Matters USB-C to USB-A 3-Pack - High quality cables & adapters product,"CAB-CAB-33501
",N/A,22.04,-5,Cable Matters,0.13,false,???,2022-12-17 21:49:00
468,19,Oura Ring Gen 3,Oura Ring Gen 3 - High quality wearables product,  WEA-OUR-39374  	,,177.33,221,Oura,0.09,false,2024-09-11 16:33:00,2024-09-11 16:33:00
159,7,Microsoft Arcade Stick,Microsoft Arcade Stick - High quality gaming product,GAM-MIC-22203,355.07,200.91,309,Microsoft,1.64,true,2024-02-27 04:11:00,
355,15,Wyze Smart Bulb 4-Pack,Wyze Smart Bulb 4-Pack - High quality smart home product,SMA-WYZ-78189,$123.99,95.6,333,Wyze,0.51,true,,2024-07-04 06:24:00
225,9,Netgear Mesh System 3-Pack,Netgear Mesh System 3-Pack - High quality networking product,NET-NET-41409,49.68,34.33,#REF!,Netgear,,true,2022-08-16 19:55:00,2022-08-16 19:55:00
331,14,,Intel CPU Cooler AIO - High quality computer components product,COM-INT-40520,-139146,-9482.3,36,Intel,1.34,true,2024-01-28 06:45:00,2024-01-28 06:45:00
435,18,McAfee VPN 2-Year Plan,McAfee VPN 2-Year Plan - High quality software product,,334.46,,263,McAfee,N/A,true,2022-01-23 07:59:00,2022-01-23 07:59:00
81,4,JBL WH-1000XM5,JBL WH-1000XM5 - High quality headphones product,  HEA-JBL-31677  	,-3153.8,213.23,222,JBL,0.21,--,2023-08-07 06:12:00,2023-08-07 06:12:00
453,19,Garmin GTR 4,Garmin GTR 4 - High quality wearables product,WEA-GAR-14537,386.12,245.62,334,Garmin,0.07,true,,2023-12-02 22:59:00
450,18,Microsoft VPN 2-Year Plan,Microsoft VPN 2-Year Plan - High quality software product,,,99.79,,Microsoft,0.06,true,2023-02-02 13:16:00,2023-02-02 13:16:00
208,9,ASUS GIGABIT SWITCH 8-PORT,Asus Gigabit Switch 8-Port - High quality networking product,NET-ASU-70987,44.84,18.67,0,Asus,0.82,true,2023-02-06 23:52:00,2023-02-06 23:52:00
468,19,Oura Ring Gen 3,Oura Ring Gen 3 - High quality wearables product,  WEA-OUR-39374  	,,177.33,221,Oura,0.09,false,2024-09-11 16:33:00,2024-09-11 16:33:00
499,20,UAG Monarch Series,UAG Monarch Series - High quality phone cases product,N/A,28.8,21.92,65,UAG,0.1,true,2024-04-07 04:32:00,2024-04-07 04:32:00
1,1,Motorola Pro Max 256GB,Motorola Pro Max 256GB - High quality smartphones product,SMA-MOT-90851,,210.51,172,,abc,true,2023-11-16 19:25:00,2023-11-16 19:25:00
322,13,Canon Photo Printer,Canon Photo Printer - High quality printers product,"PRI-CAN-75024
",-466.67,370.34,77,TBD,,false,2023-01-23 06:09:00,2023-01-23 06:09:00
494,20,APPLE TOUGH ARMOR,Apple Tough Armor - High quality phone cases product,PHO-APP-42975,-336.9,25.92,85,Apple,$0.03,true,2022-02-27 19:09:00,2022-02-27 19:09:00
334,14,Intel 32GB DDR5 RAM,Intel 32GB DDR5 RAM - High quality computer components product,COM-INT-61716,,562.09,384,Intel,,true,2022-03-07 23:30:00,
290,12,"Sony 65"" QLED","Sony 65"" QLED - High quality tvs & monitors product
",TVS-SON-13792,-11437.7,596.38,340,Sony,27.98,TRUE,2024-03-11 11:28:00,2024-03-11 11:28:00
306,13,Brother Color LaserJet,Brother Color LaserJet - High quality printers product,PRI-BRO-75155,238.51,134.05,232,Bro...,19.71,true,2024-12-21 21:34:00,2024-12-21 21:34:00
