id,customer_id,order_id,type,subject,message,status,priority,created_at,resolved_at
449,901,,  praise  ,Love the product quality,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,resolved,low,2024-04-21 23:58:30,2024-04-24 23:58:30
800,4969,,PRAISE,Fast shipping - impressed!,"The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!
",in_progress,,2024-12-17 19:01:10,
1191,3093,4125,  question  ,Wheeree iis my traackiing nuumbeer?,I need to change the shipping address on my recent order. Is that still possible at this point?,TBD,,2025-06-24 23:37:47,UNKNOWN
55,2224,6016,complaint,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,CLOSED,medium,,2023-08-31 15:31:17
980,4521,1320,suggestion,  Loyalty rewards program  	,N/A,,  medium  ,2025-06-09 02:13:09,2025-06-13 02:13:09
816,4943,6410,praise,Quick refund processing,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,closed,medium,2025-06-03 00:35:46,2025-06-09 00:35:46
1080,1649,5711,complaint,Refund not processed,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,open,,2024-11-04 06:59:45,
1066,964,,question,Is this item in stock?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,Low,3025-06-14 05:40:01,2025-06-18 05:40:01
664,3795,6965,,Smooth checkout process,,resolved,high,2024-10-10 22:35:54,2024-10-12 22:35:54
686,1094,2358,question_typo,,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,med,--,1711617566
633,421,1000002,question,,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,,2025-06-11 17:05:04,UNKNOWN
103,3138,,question,Is this item in stock?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,MEDIUM,2025-06-17 07:10:28,2025-06-18 07:10:28
395,1707,,complaint,Defective product received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,in_progress,low,2025-06-28 18:41:19,
1410,4100,,question,,I need to change the shipping address on my recent order. Is that still possible at this point?,closed,low,2024-08-28 09:20:32,2024-08-29 09:20:32
1286,1161,,complaint,Defective product received,My oordeer waas suuppooseed too aarriivee laast weeeek aand thee traackiing haasn't uupdaateed iin 5 daays. Thiis iis eextreemeely diisaappooiintiing seerviicee.,resolved,high,2024-03-04 01:15:02,2024-03-11 01:15:02
1429,3866,,complaint,Product not as described,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,in_progress,high,2025-06-17 11:02:47,
339,4257,7682,complaint,,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,,2025-03-06 01:59:37
634,2631,1731,QUESTION,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,high,2023-05-26 03:04:35,2023-05-30 03:04:35
480,3889,5721,,Wrong ite...,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,in_progress,high,2025-06-14 12:24:31,
11,2688,8735,complaint,Order arrived damaged,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,MEDIUM,2025-06-20 05:21:04,2025-06-25 05:21:04
888,4743,4687,suggestion,Better search functionality,,in_progress,LOW,2025-05-14 04:13:39,
1261,3530,4010,question,How long is the warranty?,I need to change the shipping address on my recent order. Is that still possible at this point?,in_progress,  low,2025-02-20 15:01:53,
1000,1435,,complaint,Wrong item received,TBD,closed,LOW,2025-04-23 13:13:01,2025-04-28 13:13:01
893,4030,773,complaint,,I received a completely wrong item. I ordered a laptop charger ...,in_progress_typo,high,2025-06-07 07:01:55,
1328,1155,2367,,TBD,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,  resolved  ,,2025-06-17 07:08:12,2025-06-22 07:08:12
978,2339,,praise,Fantastic product selection,THE NEW WEBSITE REDESIGN IS FANTASTIC. EVERYTHING IS EASY TO FIND AND THE CHECKOUT PROCESS IS SEAMLESS. GREAT JOB TO THE WHOLE TEAM!,resolved,#N/A,2025-06-11 22:08:33,2025-06-13 22:08:33
86,112,2727,COMPLAINT,Wrong item received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,high,2025-06-13 00:45:39,2025-06-18 00:45:39
644,3764,,complaint_typo,Refund not processed,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,high,2025-05-21 22:14:47,2025-05-24 22:14:47
235,2377,,question,Is this item in stock?,II'm looookiing aat aa prooduuct oon yoouur siitee aand woondeeriing iif iit's coompaatiiblee wiith my cuurreent seetuup. Caan soomeeoonee heelp mee veeriify?,OPEN,low,2025-05-31 16:31:40,
843,4634,,complaint,Refund not processed,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved_typo,low,2023-11-13 08:28:22,2023-11-19 08:28:22
469,4632,3695,question,Can I cancel my order?,Just checking on the warranty coverage for electronics. Doe...,closed,low,2025-06-28 17:08:02,2025-07-04 17:08:02
1020,4585,4603,suggestion,Better search functionality,YOUR MOBILE APP COULD REALLY USE SOME IMPROVEMENTS. THE SEARCH FUNCTION IS SLOW AND FILTERING PRODUCTS IS NOT INTUITIVE.,resolved,,2025-01-12 10:22:34,2025-01-16 10:22:34
362,902,454,question,,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,low,2023-08-27 05:05:51,2023-08-31 05:05:51
305,3591,66,  question  ,When will my order ship?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved_typo,medium,2022-07-02 19:48:21,2022-07-06 19:48:21
5,4204,9911,QUESTION,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,#N/A,high,2024-03-10 12:03:28,
239,4776,99,suggestion,Better search functionality,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,closed,high,2025-06-01 09:24:07,
97,1075,,COMPLAINT,Package was lost,I received a completely wrong item. I ordered a laptop charger ...,resolved,high,2025-06-04 19:51:46,2025-06-07 19:51:46
1143,2197,,question_typo,How do I return an item?,Just checking on the warranty coverage for electronics. Doe...,None,MEDIUM,--,2024-03-16 13:06:07
939,1000013,,suggestion,BETTER SEARCH FUNCTIONALITY,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,in_progress_typo,lo,2025-05-14 07:56:14,
234,4006,6780,question,Do you offer price matching?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,low,2025-06-10 23:44:15,2025-06-13 23:44:15
281,3945,974,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,,2025-06-25 01:38:26,
846,2885,6226,suggestion,Add more payment options,,closed_typo,high,2025-06-25 14:45:36,2025-06-26 14:45:36
199,4319,,complaint,Refund not processed,,resolved,high,2025-06-18 22:18:11,2025-06-25 22:18:11
1293,2784,3008,complaint,WRONG ITEM RECEIVED,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,HIGH,2025-06-04 23:59:57,2025-06-05 23:59:57
572,4888,,praise,Great website experience,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",resolved,,2023-04-03 23:53:05,2023-04-07 23:53:05
1029,1897,2218,,Add product comparison feature,I think you should consider using more sustainable packaging mat...,OPEN,,2025-06-24 02:56:14,
858,4369,5726,QUESTION,Where is my tracking number?,"I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?
",resolved,medium,2025-06-09 17:46:32,2025-06-16 17:46:32
148,1381,,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,RESOLVED,medium,2025-01-20 11:39:10,2025-01-25 11:39:10
1473,2716,,question,How do I return an item?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,medium,2025-06-06 03:15:16,2025-06-07 03:15:16
13,1186,,COMPLAINT,Missing items from my order,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,HIGH,3025-06-20 03:06:46,not a date
364,1475,,question,--,,resolved,MEDIUM,2025-06-27 06:04:27,2025-07-03 06:04:27
300,345,,SUGGESTION,Offer gift wrapping service,I think you should consider using more sustainable packaging mat...,resolved,low,2025-06-28 13:51:32,2025-07-02 13:51:32
789,1582,9211,question,,,resolved,,2025-03-30 09:11:23,2025-04-04 09:11:23
46,4581,9765,suggestion,Offer gift wrapping service,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,#N/A,,2025-05-15 09:36:49,2025-05-21 09:36:49
884,2797,5118,COMPLAINT,Missing items from my order,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,low,2025-05-29 15:26:04,
92,1867,4604,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,open,medum,2025-06-10 19:51:46,
999,458,,suggestion,Loyalty rewards program,"It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.
",,MEDIUM,2024-12-19 13:03:58,2024-12-26 13:03:58
1136,4672,7241,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,medium,2025-06-12 11:05:11,
1297,4449,,praise,Excellent packaging,,closed,low,N/A,2025-06-28 14:38:49
366,2923,1417,complaint,Defective product received,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,medium,2025-06-16 05:18:43,  2025-06-20 05:18:43  
1147,1609,7111,complaint,Product not as described,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,LOW,2025-04-18 03:05:59,2025-04-22 03:05:59
1486,1945,,complaint,Defective product received,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,medium,2025-06-22 09:00:05,
520,1811,5848,question,,"I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?
",in_progress,,2025-02-10 15:21:44,
119,3555,8841,question,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,closed,hgh,2025-06-11 16:21:23,2025-06-16 16:21:23
855,3496,,suggestion,IMPROVE RETURN PROCESS,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,closed,,,2025-06-08 10:05:11
959,3898,,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,medium,2023-03-20 23:57:45,2023-03-24 23:57:45
210,2444,1474,praise,Smooth checkout process,The new website redesign is fantastic. Everything is easy to find and the checkout process is seamless. Great job to the whole team!,closed,low,2025-05-17 20:02:20,
307,1883,1035,suggestion_typo,OFFER GIFT WRAPPING SERVICE,  It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.  	,open,low,2025-06-06 20:14:35,
1487,4658,,suggestion,Improve mobile app experience,A LOYALTY REWARDS PROGRAM WOULD MAKE ME SHOP HERE EVEN MORE OFTEN. POINTS FOR PURCHASES THAT CAN BE REDEEMED FOR DISCOUNTS WOULD BE AMAZING.,closed,  low  ,2024-04-15 01:09:07,2024-04-19 01:09:07
329,3486,,question_typo,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,medium,2025-06-26 16:53:42,2025-06-30 16:53:42
624,933,999999,suggestion,Better search functionality,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,closed_typo,low,2025-06-03 06:23:01,2025-06-08 06:23:01
36,1671,5472,complaint,,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,,HIGH,2025-06-20 06:35:04,2025-06-27 06:35:04
756,1614,,complaint,Package was lost,,resolved,Medium,2025-06-20 10:37:38,2025-06-24 10:37:38
151,4443,1007,complaint,,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,medium,,
1157,4548,,QUESTION,,  Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?  	,resolved,low,2025-06-11 02:10:33,2025-06-12 02:10:33
1268,4342,,,,I need to change the shipping address on my rec...,resolved,high,2024-02-20 07:03:23,2024-02-27 07:03:23
607,3792,2953,,,AA looyaalty reewaards proograam woouuld maakee mee shoop heeree eeveen mooree oofteen. Pooiints foor puurchaasees thaat caan bee reedeeeemeed foor diiscoouunts woouuld bee aamaaziing.,in_progress,medium,2025-03-04 12:01:53,
200,527,7246,suggestion,Add more payment options,"It would be great if you could add more payment options like cryptocurrency or buy-now-pay-later services. I think a lot of customers would appreciate it.
",open,low,2024-10-14 04:31:36,
564,64,,complaint,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,low,2025-06-03 12:10:40,2025-06-05 12:10:40
906,4297,6554,  praise  ,Keep up the great work!,I just wanted to say your customer support team is incredible! They resolved my issue within minutes and were so friendly. Keep it up!,open_typo,lo,  2025-06-29 18:52:22  ,
500,917,,praise,Smooth checkout process,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,resolved,high,2025-06-26 02:43:07,2025-07-01 02:43:07
661,644,8439,SUGGESTION,Faster shipping options,EMPTY,resolved,medum,2025-06-13 05:44:55,
859,4476,6655,,Late delivery,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,closed,medium,2025-03-03 21:13:51,2025-03-05 21:13:51
844,3850,,complaint,Product not as described,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,resolved,medium,2024-07-06 22:38:56,2024/07/09 22:38:56,extra_col_value
253,4724,3104,QUESTION,EMPTY,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,closed,medium,2025-06-22 06:38:08,2025-06-23 06:38:08
1170,867,7899,question,,II plaaceed aan oordeer 3 daays aagoo aand haaveen't reeceeiiveed aany shiippiing uupdaatees. Coouuld yoouu pleeaasee leet mee knoow thee cuurreent staatuus?,resolved,medium,2024-05-23 04:50:54,2024-05-26 04:50:54
451,2284,2347,,Faster shipping options,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,closed,  medium  ,2025-06-13 22:21:27,2025-06-14 22:21:27
997,2990,7824,question,Is this item in stock?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,low,2024-11-18 12:01:54,2024-11-20 12:01:54
167,1354,6911,complaint,Wrong item received,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved_typo,medium,2024-12-13 16:06:39,2024-12-16 16:06:39
943,4230,4925,complaint,Poor customer service experience,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,open,low,2025-06-29 20:29:10,
192,3937,219,praise,Fantastic product selection,YOUR PRODUCT SELECTION IS THE BEST I'VE FOUND ONLINE. THE PRICES ARE COMPETITIVE AND THE QUALITY IS CONSISTENTLY EXCELLENT.,resolved,EMPTY,2025-06-22 20:53:56,2025-06-23 20:53:56
1030,476,4764,complaint,Package was lost,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open_typo,high,3025-06-29 04:13:05,
128,533,,suggestion,Improve mobile app experience,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,closed,medium,2023-10-01 00:45:41,2023-10-06 00:45:41
812,4593,1000019,  complaint  ,"Refund not processed
",  My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.  	,closed,low,2024-06-11 14:23:10,2024-06-16 14:23:10
773,1532,,praise,Great website experience,  Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.  	,in_progress,medium,2024-10-31 09:03:20,
1014,2744,,None,Can I cancel my order?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,in_progress,medium,2024-07-08 04:39:42,
587,2686,486,complaint_typo,Missing items from my order,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,in_progress,low,  2025-04-02 11:57:52  ,
1127,4842,2037,complaint,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,medium,2025-06-25 08:57:26,2025-06-30 08:57:26
751,3867,,complaint,Late delivery,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,closed,high,2025-06-13 17:44:00,2025-06-18 17:44:00
765,4564,4411,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,TBD,2025-03-19 09:40:15,2025-03-25 09:40:15
254,2093,1910,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,OPEN,high,2024-03-16 19:09:58,
406,4785,1290,complaint,Product not as described,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,in_progress,medium,2025-06-16 03:50:36,
1252,4614,5183,suggestion,Better search functionality,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,resolved,LOW,2023-06-20 11:53:56,2023-06-24 11:53:56
181,4988,2890,complaint,Order arrived damaged,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,in_progress,LOW ,2025-02-03 02:23:36,
1059,4682,7265,COMPLAINT,Defective product received,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,#N/A,medium,2025-06-02 20:34:06,
948,2572,,praise,Quick refund processing,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,closed,medium,2025-06-10 13:51:09,2025-06-15 13:51:09
1376,3319,2270,suggestion,Loyalty rew...,Your mobile app could really use some improvements. The search function is slow and filtering products is not intuitive.,  resolved  ,low,2025-06-22 00:41:03,2025-06-24 00:41:03
1174,4115,,question,Is this item in stock?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,medium,2025-06-16 17:22:58,2025-06-19 17:22:58
553,2841,,suggestion,Improve return process,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,  resolved  ,medium,2023-11-10 09:56:10,2023-11-14 09:56:10
432,3182,,question,Do you offer price matching?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,closed,HIGH,2025-06-27 09:06:31,2025-06-30 09:06:31
1451,3239,2760,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,,low,2025-01-13 22:37:17,2025-01-15 22:37:17
120,2012,,suggestion,Faster shipping options,,closed,low,2025-06-26 05:16:52,2025-06-27 05:16:52
465,3502,,praise,Keep up the great work!,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",closed,Medium,2025-06-20 19:57:47,
1232,4818,5624,complaint,Poor customer service experience,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,low,not a date,2025-06-17 04:43:46
977,2972,,question,Can I cancel my order?,I need to change the shipping address on my recent order. Is that still possible at this point?,open,,2025-06-26 22:21:25,
33,1551,,complaint,UNKNOWN,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,RESOLVED,HIGH,2023-10-26 18:14:00,2023-10-31 18:14:00
837,1790,2685,QUESTION,How long is the warranty?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,low,2025-06-09 15:49:49,2025-06-14 15:49:49
1294,4802,8500,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,,2024-12-13 13:42:25,2024-12-17 13:42:25
1163,729,,complaint,Wrong item received,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,low,2023-11-19 15:52:53,2023-11-22 15:52:53
1137,4250,7505,question,How long is the warranty?,,closed,medium,2023-06-24 12:54:47,2023-06-30 12:54:47
781,3076,9507,question,Can I cancel my order?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved_typo,low,2024-11-02 07:50:40,2024-11-09 07:50:40
252,2957,2566,question,Do you offer price matching?,  I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?  	,resolved,,2025-04-02 23:05:59,2025-04-08 23:05:59
575,3246,4007,complaint,Charged incorrectly,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,in_progress,medum,2023-02-07 01:56:32,
1423,3382,6077,suggestion,Faster shipping options,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,closed,low,2025-06-29 01:22:21,2025-07-04 01:22:21
1428,4067,8669,complaint,,null,CLOSED,LOW,27/06/2025,2025-06-29 07:30:37
975,2202,,question,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,IN_PROGRESS,medium,2023-08-18 02:34:21,
1271,2184,3562,question,How long is the warranty?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,medium,,2024-05-08 14:26:52
985,4144,2071,question,Can I cancel my order?,I'm looking at a product on your site and wondering if it's compatible with my current setup. Can someone help me verify?,resolved,MEDIUM,2025-06-07 22:53:20,2025-06-11 22:53:20
1278,2683,1868,complaint,LATE DELIVERY,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,resolved,HIGH,2025-06-27 01:32:06,2025-06-30 01:32:06
1466,2835,2019,suggestion,Loyalty rewards program,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,open,  low,2025-06-04 15:01:41,
806,341,,complaint,Charged incorrectly,,UNKNOWN,low,2024-04-15 18:32:43,2024-04-18 18:32:43
608,1928,2031,suggestion,AAdd mooree paaymeent ooptiioons,I think you should consider using more sustainable packaging mat...,open,low,2025-06-02 04:11:12,
506,328,,praise,Amazing customer support!,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",OPEN,medium,2023-07-28 09:09:11,
673,1968,7484,question,UNKNOWN,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,,low,2024-08-27 07:18:57,
471,2029,3244,question,Is this product compatible?,I need to change the shipping address on my recent order. Is that still possible at this point?,resolved,medium,  2024-07-22 11:00:35  ,2024-07-24 11:00:35
1110,2918,,,Fast shipping - impressed!,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",in_progress,LOW,2025-06-26 09:37:11,
549,343,6606,,  Late delivery  	,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,in_progress,high,2024-09-14 13:02:33,
539,3325,7288,QUESTION,When will my...,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,,medium,2024-05-24 16:16:21,
1366,4705,8157,question,Can I cancel my order?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,resolved,low,2025-06-03 20:26:57,2025-06-07 20:26:57
553,2841,,suggestion,Improve return process,I think you should consider using more sustainable packaging materials. The amount of plastic in my last shipment was excessive.,  resolved   ,medium,2023-11-10 09:56:10,2023-11-14 09:56:10
886,4335,,question,  Is this product compatible?  	,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,open,,2023-09-04 21:25:25,
96,3468,,question,Is this product compatible?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,resolved,high,2025-06-18 01:30:39,2025-06-23 01:30:39
219,1101,4630,question,How do I return an item?,,resolved,low,2024-12-08 17:16:46,2024-12-09 17:16:46
65,944,,complaint,Defective product received,The product I received looks nothing like the photos on the website. The quality is much lower than advertised. I want a full refund.,open,N/A,2025-04-07 22:07:36,
78,3149,7579,praise,TBD,"Wow, my order arrived in just 2 days! The product was packaged beautifully and works perfectly. This is why I keep coming back.",,low,2024-12-26 00:28:25,2024-12-27 00:28:25
510,4352,1187,,Where is my tracking number?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress,medium,2025-01-30 05:50:57,
602,4427,,praise,Amazing customer support!,Your product selection is the best I've found online. The prices are competitive and the quality is consistently excellent.,closed,high,2024-07-14 07:57:29,2024-07-18 07:57:29
915,134,2275,complaint,Order arrived damaged,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,medium,2025-06-15 04:12:39,2025-06-20 04:12:39
918,955,7980,  praise  ,Love the product quality,"WOW, MY ORDER ARRIVED IN JUST 2 DAYS! THE PRODUCT WAS PACKAGED BEAUTIFULLY AND WORKS PERFECTLY. THIS IS WHY I KEEP COMING BACK.",resolved,low,,2023-08-21 00:45:05
1036,1844,,SUGGESTION,Improve ret...,,,lo,2025-02-14 01:38:15,2025-02-19 01:38:15
428,880,437,question,Where is my tracking number?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,in_progress,medium,2025-06-24 09:14:26,
1144,56,1000003,question,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress,high,2025-06-10 16:35:23,
1250,296,,COMPLAINT,Paackaagee waas loost,My order was supposed to arrive last week and the tracking has...,open,high,2024-02-25 01:39:39,
427,1397,,complaint,MISSING ITEMS FROM MY ORDER,I received a completely wrong item. I ordered a laptop charger ...,#N/A,high,2025-06-06 12:56:16,2025-06-13 12:56:16
186,2383,7961,question,When will my order ship?,Just checking on the warranty coverage for electronics. Does it cover accidental damage or just manufacturing defects?,OPEN,medium,2025-06-29 14:06:16,
225,3559,,complaint,Poor customer service experience,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,resolved,medium,2023-06-17 05:58:55,2023-06-23 05:58:55
232,4700,,question,Can I cancel my order?,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,closed,medium,2025-06-25 08:32:13,2025-06-28 08:32:13
983,2163,5204,question,,I need to change the shipping address on my recent order. Is that still possible at this point?,--,medium,2025-06-06 02:31:49,
1114,3582,3223,question,How do I return an item?,I need to change the shipping address on my recent order. Is that still possible at this point?,in_progress,  medium  ,2025-06-16 07:54:57,
1442,2087,8204,  complaint  ,Missing items from my order,My order arrived today but the box was completely crushed and the product inside is damaged. This is unacceptable and I need a replacement sent immediately.,closed,low,2025-06-10 12:01:55,2025-06-17 12:01:55
595,1939,9484,complaint,Charged incorrectly,I received a completely wrong item. I ordered a laptop charger and got a phone case instead. Very frustrated with this mistake.,,low,2024-07-26 08:09:25,2024-07-29 08:09:25
261,4902,79,COMPLAINT,Charged incorrectly,My order was supposed to arrive last week and the tracking hasn't updated in 5 days. This is extremely disappointing service.,resolved,medium,3025-06-23 05:14:31,2025-06-27 05:14:31
1336,189,3002,question,How do I return an item?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,in_progress,low,2025-06-29 01:50:20,
760,4353,,question,Do you offer price matching?,I NEED TO CHANGE THE SHIPPING ADDRESS ON MY RECENT ORDER. IS THAT STILL POSSIBLE AT THIS POINT?,closed,medium,2024-05-07 20:01:26,2024-05-14 20:01:26
1288,1710,,,Do you offer price matching?,I placed an order 3 days ago and haven't received any shipping updates. Could you please let me know the current status?,,low,2025-06-26 18:56:56,
16,1747,,suggestion_typo,Add more payment options,A loyalty rewards program would make me shop here even more often. Points for purchases that can be redeemed for discounts would be amazing.,resolved,low,2025-06-02 18:01:26,2025-06-03 18:01:26
